subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
galliano	has_property	made	0.0408	0.9403	0.0
cyclist	have pointed helmets at	back	0.0408	0.818	1.0
milk	has_property	ultra pasteurized	0.0408	0.892	0.0403
girl	touch more	boys	0.0408	0.8453	1.0
colloid	has_property	thermodynamic ally unstable	0.0408	0.706	0.1164
epstein-barr virus	has_property	jet	0.0408	0.8835	0.0009
flinders	has_time	new	0.0408	0.9331	0.0002
inflammatory disease	do affect	body	0.0408	0.9336	0.1813
dash	has_property	applied	0.0408	0.8738	0.0011
macbeth	has_property	interesting	0.0408	0.8686	0.0005
ground beef	be extracted from	ground	0.0408	0.9849	0.0617
religious	has_property	ill	0.0408	0.9514	0.0002
resource	be allocated in	game of economics	0.0408	0.7893	1.0
butter	has_property	shiny	0.0408	0.8572	0.0012
color	has_property	ojos	0.0408	0.8636	0.0028
mass effect	has_property	one	0.0408	0.9583	0.0003
helper t cell	be important to	immune process	0.0408	0.9153	1.0
dna	related	to natural selection	0.0408	0.9368	0.0674
group	has_property	15 better representatives	0.0408	0.7982	1.0
microorganism	see in	wet mount	0.0408	0.8635	0.5101
confection	has_trait	popular	0.0408	0.9342	0.0001
oil	has_movement	rising	0.0408	0.8388	0.0011
save	has_property	watch	0.0408	0.9442	0.0001
bark	has_property	itching	0.0408	0.8165	0.0003
fast food	has_property	bbc	0.0408	0.9544	0.0001
physical property	has_property	identifying	0.0408	0.851	0.0058
protactinium	be found in	nature	0.0408	0.9425	0.0017
ginger	has_property	bad for diabetes	0.0408	0.9492	0.0862
christmas	be celebrated in	new zeal	0.0408	0.8784	0.1768
kissing	has_property	weird	0.0408	0.8936	0.0003
polyester	wear on	furniture	0.0408	0.8014	0.2184
yb	be in	jail 2019	0.0408	0.9563	0.2622
pakistan	have struggling	economy	0.0408	0.8605	1.0
cobalt	has_property	60 used in cancer treatment	0.0408	0.9208	0.4056
purchase order	acquire	resources	0.0408	0.7615	1.0
signing contract	has_property	made	0.0408	0.9403	0.0
finder	show	files	0.0408	0.783	1.0
glutamine	can	aggregate	0.0408	0.7955	0.0027
chess move	has_property	move set	0.0408	0.874	1.0
mine	has_property	dying	0.0408	0.9395	0.0002
praying mantis	kill	mates	0.0408	0.9052	0.0244
emma	have	tremors	0.0408	0.8889	0.0479
ethanol	has_effect	poisonous	0.0408	0.9083	0.0003
joshua tree	has_property	closed	0.0408	0.9493	0.0002
black american	can be	like asians	0.0408	0.8455	1.0
gorbachev	has_property	dating	0.0408	0.8699	0.0012
answer questions	has_property	video	0.0408	0.9408	0.0002
natural products	keep	from spoiling	0.0408	0.8957	1.0
william blake	has_property	transitional figure	0.0408	0.7792	1.0
horseshoe crab	emerge during	spring	0.0408	0.7533	1.0
business deduction	has_time	young	0.0408	0.8954	0.0003
chicken	kill	another	0.0408	0.9152	1.0
principal	has_property	applicant	0.0408	0.7325	0.1631
radon	has_property	220	0.0408	1.0	0.3844
preservation	has_weather	damp	0.0408	0.8729	0.0096
alcoholic	be same as	necrophiliacs	0.0408	0.9334	1.0
water vascular system	play role in	feeding	0.0408	0.8837	1.0
hard	has_time	new	0.0408	0.9331	0.0002
lumen	can	leave	0.0408	0.8773	0.0025
most people	live in	coastal areas	0.0408	0.8853	0.4001
upright	has_property	japanese	0.0408	0.9555	0.0014
football	has_property	hear	0.0408	0.8604	0.0031
salvo	can	mean	0.0408	0.8744	0.0001
stress	be measured on	samsung health	0.0408	0.7955	1.0
heparin	need	loading dose	0.0408	0.7951	0.2754
uphill	has_color	yellow	0.0408	0.9462	0.0
pelt	has_property	evil	0.0408	0.948	0.0003
pelt	has_color	yellow	0.0408	0.9462	0.0
goad	can	mean	0.0408	0.8744	0.0001
girl	be brought up in	elizabethan society	0.0408	0.8403	1.0
starbucks	be on	strike	0.0408	0.9451	0.0019
umpire	be important in	sports game	0.0408	0.9167	1.0
templet	be lop	pis	0.0408	0.7006	0.6378
scientific method	be used	today	0.0408	0.9305	0.0012
husky	be on	breed	0.0408	0.9229	0.4085
writer	need	read	0.0408	0.8555	1.0
reid	use	revolver	0.0408	0.7654	0.5159
topic	be important for	committee to address	0.0408	0.8223	1.0
league	can have	pauses	0.0408	0.8174	1.0
egyptian cotton	has_property	bmw	0.0408	0.9396	0.0003
cobra	be called	terminators	0.0408	0.7273	1.0
coffee bean	has_property	extracted	0.0408	0.8886	0.002
chastisement	be used in	sentence	0.0408	0.9512	0.0006
outcome	has_property	academically rigorous	0.0408	0.7178	1.0
punishment	be less violent in	21st century	0.0408	0.8469	1.0
wheelbase	affect	motorcycle handling	0.0408	0.8141	0.1346
centripetal force	be involved in	operation of washing machine	0.0408	0.8524	1.0
rhododendron	has_property	pollinated	0.0408	0.9023	0.0042
product	be marked down	woolworth	0.0408	0.8461	1.0
liberal arts	have	useless majors	0.0408	0.6831	1.0
thermoplastic	has_color	yellow	0.0408	0.9462	0.0
populism	can	rise	0.0408	0.8598	0.0004
mother	have	go	0.0408	0.8504	0.0007
hiv	be	originated	0.0408	0.8138	0.0091
jeff	be	hardy gone	0.0408	0.8939	1.0
crazy	has_property	hacks	0.0408	0.8952	0.2299
keb	has_diet	vegetarian	0.0408	0.9103	0.0002
biomass	has_property	a better alternative to natural gas	0.0408	0.8489	1.0
energy level	has_property	closer together	0.0408	0.9022	0.1503
leadership	has_property	tag	0.0408	0.913	0.0003
hyperplasia	can	yellow	0.0408	0.906	0.0001
danmark	has_property	slavic	0.0408	0.7905	0.0149
leg	take longer	tan	0.0408	0.7757	0.2613
cheater	beg	come back	0.0408	0.8186	1.0
mine	has_property	itching	0.0408	0.8165	0.0003
gnome	move on	sims 3	0.0408	0.8834	1.0
nepal	can be	friends with china	0.0408	0.8485	1.0
speed	be considered as	incomplete physical quantity	0.0408	0.7902	1.0
housing	be funded	first	0.0408	0.9086	0.4707
manna	can	mean	0.0408	0.8744	0.0001
delilah	has_property	in dishonored 2	0.0408	0.7279	0.6775
pi	has_place	up	0.0408	0.9414	0.0001
state	be	reluctant to ratify the constitution	0.0408	0.8956	0.5331
emotion	has_property	italian	0.0408	0.9582	0.0002
painting	be with	twist work	0.0408	0.8435	0.4775
embryonic stem-cell research	has_property	fda	0.0408	0.8562	0.0003
crustacean	can	protect	0.0408	0.8977	0.0061
baking powder	has_property	cal	0.0408	0.9132	0.0004
club	sell	players	0.0408	0.7291	0.0397
carbon dioxide	have called	selective absorbed vapor	0.0408	0.7147	1.0
electrical outlet	be covered with	plastic	0.0408	0.9547	0.0969
papua	has_property	zapata	0.0408	1.0	0.0178
cute guys	has_property	bad boys	0.0408	0.8715	1.0
epidemiology	differ from	other disciplines	0.0408	0.8839	0.1478
vanderbilt	have	82	0.0408	0.9135	1.0
salt water	kill	freshwater fish	0.0408	0.8892	1.0
ringer solution	has_property	for animal	0.0408	0.9501	1.0
color	has_property	ohio	0.0408	0.9652	0.0001
color	has_property	azul	0.0408	0.9204	0.0014
little finger	has_property	cns	0.0408	0.8909	0.0002
gymnastics	have	blue mats	0.0408	0.7698	1.0
ecotourism	can	exist	0.0408	0.8994	0.0001
bad food	has_time	old	0.0408	0.9345	0.0001
antisocial personality disorder	has_property	different from psychopathy	0.0408	0.8051	0.6029
externality	has_property	alcohol	0.0408	0.9588	0.0063
guitarfish	has_property	growing	0.0408	0.8415	0.0019
electromagnetic radiation	be related to	electric fields	0.0408	0.9026	0.6744
cattle	has_property	going	0.0408	0.8782	0.0013
american	pretend	to be irish	0.0408	0.8792	1.0
cellulose	has_property	cm	0.0408	0.954	0.0003
cellulose	has_property	dan	0.0408	0.9508	0.0002
first	has_property	post	0.0408	0.8997	0.0091
hyperemia	can	happen	0.0408	0.8823	0.0001
receptionist	represent	organization	0.0408	0.8054	1.0
air traffic	has_property	chief	0.0408	0.9301	0.012
air traffic	has_property	canceled	0.0408	0.9403	0.0005
air traffic	has_property	cab	0.0408	0.9477	0.0012
air traffic	has_property	cbc	0.0408	0.8358	0.0001
air traffic	has_property	cpi	0.0408	0.9154	0.0002
air traffic	has_property	csfd	0.0408	1.0	0.0017
air traffic	has_property	crisis	0.0408	0.9479	0.0109
air traffic	has_property	cnn	0.0408	0.9469	0.0001
air traffic	has_property	certified	0.0408	0.8919	0.0004
bird	have	seizures	0.0408	0.9058	0.003
holocaust	has_movement	rising	0.0408	0.8388	0.0011
color	has_property	dna	0.0408	0.9504	0.0002
hermit crab	has_property	boil	0.0408	0.9444	0.0919
acid	used	redo	0.0408	0.8124	0.5075
powdered sugar	has_property	tp2b	0.0408	1.0	0.2438
fruit	has_property	preserved	0.0408	0.9543	0.0038
saturn	has_property	does	0.0408	0.8938	0.0042
donation	work	sometimes	0.0408	0.8676	0.0062
work force	be	related	0.0408	0.961	0.0001
honey bees	has_property	beneficial to humans	0.0408	0.9	0.0051
amd	has_property	a12 processor	0.0408	0.9555	1.0
scrotum	tighten	up	0.0408	0.8438	0.0608
gluteus	has_property	exercises	0.0408	0.8344	0.0093
urinating	has_property	cd	0.0408	0.9474	0.0001
consensus	has_property	important in science	0.0408	0.9676	0.0015
x-ray	be used in	everyday life	0.0408	0.9658	0.0009
dough	has_property	locos	0.0408	0.662	0.1381
iron deficiency anemia	has_time	new	0.0408	0.9331	0.0002
iron deficiency anemia	has_property	esp	0.0408	0.8813	0.001
iron deficiency anemia	has_property	fed	0.0408	0.9283	0.0004
wifi	has_property	buffering	0.0408	0.8364	0.0547
girl	get	scared away	0.0408	0.9127	1.0
european smelt	has_property	made	0.0408	0.9403	0.0
color	has_property	eight	0.0408	0.9741	0.0004
theme	be treated	when writing	0.0408	0.8222	1.0
agamemnon	mask of is	significance	0.0408	0.7205	1.0
electrical energy	be transferred	to industry	0.0408	0.7913	0.0652
hemangioma	has_property	zen	0.0408	0.8828	0.0013
capitalism	be	related	0.0408	0.961	0.0001
deism	can	mean	0.0408	0.8744	0.0001
gasoline	has_property	ignite	0.0408	0.8278	0.0005
warfarin	be contraindicated in	bacterial endocarditis	0.0408	0.8487	1.0
expression	has_property	ignore	0.0408	0.8474	0.0022
batik	can	mean	0.0408	0.8744	0.0001
red wine	be safe during	pregnancy	0.0408	0.9573	0.0064
car	bloat out	recently	0.0408	0.8031	1.0
barbecuing	has_property	go	0.0408	0.9403	0.0001
avocado	be bad for	o blood type	0.0408	0.9682	0.3646
color	has_property	hombre	0.0408	0.8001	0.0057
disgrace	can	mean	0.0408	0.8744	0.0001
leg	has_property	waxing	0.0408	0.8529	0.0091
polysaccharide	be used by	plants	0.0408	0.9404	0.0117
charlotte	has_property	a good place to live	0.0408	0.9629	0.0025
fact	has_property	award	0.0408	0.9364	0.0004
assassin	have	creed unity start	0.0408	0.7561	1.0
sort	has_property	offering	0.0408	0.8456	0.0626
berg	has_property	dimmer	0.0408	0.8675	0.0381
color	has_property	dwarf	0.0408	0.9475	0.0002
blind	has_property	mph	0.0408	0.9628	0.0002
blind	has_property	abraham	0.0408	0.8248	0.0137
ketorolac	has_property	60 mg i m	0.0408	0.8078	0.4694
eau de toilette	has_property	ma	0.0408	0.9455	0.0001
friction	has_property	definition	0.0408	0.9044	0.0006
dogwood	can	stink	0.0408	0.8531	0.0008
cottage cheese	be low in	calories	0.0408	0.9582	0.0103
motif	can be	account-wide already	0.0408	0.9146	1.0
emotion	has_property	blamable	0.0408	0.8621	0.0036
metatarsal	has_property	treated	0.0408	0.9505	0.0003
ethic	has_property	blog	0.0408	0.9268	0.0052
center of gravity	help	a tightrope walker	0.0408	0.6692	1.0
caffeine	has_property	dangerous during pregnancy	0.0408	0.9551	0.0187
meditation	be important for	students	0.0408	0.9656	0.003
wharton	feel about	trump	0.0408	0.8922	0.0231
flocculation	purify	water	0.0408	0.9414	0.0021
intensity	be related to	loudness	0.0408	0.8132	0.1474
compressor	has_property	oil	0.0408	0.9473	0.0001
leprechaun	has_property	actor	0.0408	0.8525	0.0029
pastime	has_property	affirmed	0.0408	0.6785	0.2212
pastime	has_property	awesome	0.0408	0.8884	0.0002
color	has_property	rinse	0.0408	0.901	0.1734
ethanol	has_property	basic	0.0408	0.8899	0.0017
t cell	work together	to fight a pathogen	0.0408	0.7689	1.0
worm	get on	sidewalks	0.0408	0.8394	1.0
family simuliidae	has_property	made	0.0408	0.9403	0.0
simuliidae	has_property	made	0.0408	0.9403	0.0
color	has_property	gb	0.0408	0.9615	0.0001
bushel	can	mean	0.0408	0.8744	0.0001
dental care	has_property	office	0.0408	0.939	0.0013
percussive instrument	has_property	linked	0.0408	0.9124	0.0018
carmel	has_property	in hospital	0.0408	0.9766	0.0028
kitchen appliance	has_property	made	0.0408	0.9403	0.0
spirituality	has_property	identify	0.0408	0.8888	0.0043
paint	be in	general dry	0.0408	0.8949	1.0
charr	has_property	kosher	0.0408	0.92	0.0003
amoxicillin	has_property	ok	0.0408	0.9197	0.0002
duke of edinburgh	be related	to queen victoria	0.0408	0.878	0.0099
ford	do	bad	0.0408	0.9229	0.152
homelessness	has_property	blog	0.0408	0.9268	0.0052
steinbeck	contrast	reaction of men to death of curlews wife	0.0408	0.6301	1.0
ed	has_property	missing hair in shaun of the dead	0.0408	0.7785	1.0
spirillum	has_property	cause	0.0408	0.9491	0.0184
leadership	has_property	pond	0.0408	0.9479	0.0015
leadership	has_property	tuning	0.0408	0.8492	0.0025
leadership	has_property	avg	0.0408	0.9128	0.0001
leadership	has_property	pkwy	0.0408	1.0	0.002
leadership	has_property	iud	0.0408	1.0	0.0001
leadership	has_property	ikea	0.0408	0.8341	0.0002
leadership	has_property	belts	0.0408	0.9536	0.0001
leadership	has_property	elective	0.0408	0.9455	0.0051
leadership	has_property	dna	0.0408	0.9504	0.0002
leadership	has_property	dhoti	0.0408	0.7412	0.0046
leadership	has_property	cbs	0.0408	0.9289	0.0003
bioelectricity	has_property	mi	0.0408	0.8714	0.0046
cat food	has_property	blog	0.0408	0.9268	0.0052
speaker	produce seemingly	sound	0.0408	0.8862	1.0
narrative	be important in	writing	0.0408	0.9062	0.0031
color	has_property	ecru	0.0408	0.7445	1.0
subway	give	gas	0.0408	0.8598	0.0007
si system	has_property	superior to all other system	0.0408	0.807	0.4769
blind	has_property	ivy	0.0408	0.9237	0.0002
blind	has_property	ohio	0.0408	0.9652	0.0001
blind	has_property	ivy	0.0408	0.9237	0.0002
aluminum foil	get	hot	0.0408	0.9191	0.0003
lear	have	suffering impact edgar	0.0408	0.7543	1.0
beer	be bad for	cd	0.0408	0.8404	0.0626
ore	has_property	pig	0.0408	0.916	0.0002
bicycler	has_property	zoomed in	0.0408	0.9485	0.0012
menses	come twice in	month	0.0408	0.9043	0.2387
blizzard	come up with	names	0.0408	0.8747	0.0249
color	has_property	oakland	0.0408	0.894	0.0014
glycogen	be converted	back to glucose when exercising	0.0408	0.849	1.0
john doe	has_property	generic name	0.0408	0.8738	0.2643
project	has_property	organizational investments	0.0408	0.8252	1.0
romeo	have crossed	lovers star	0.0408	0.6766	1.0
claudius	has_movement	close	0.0408	0.8751	0.0038
md	be under	state of emergency	0.0408	0.9051	0.0487
ligament	take	long time heal	0.0408	0.9666	0.0512
jeweler	have	cut diamond sparkle	0.0408	0.7909	1.0
carbohydrate	be digested	level	0.0408	0.8871	1.0
lemon meringue pie	has_property	cd	0.0408	0.9474	0.0001
squash	has_property	big in egypt	0.0408	0.8919	0.6276
clove	has_property	ok	0.0408	0.9197	0.0002
color	has_property	mnemonic	0.0408	0.9152	0.0001
growling	has_trait	aggressive	0.0408	0.9077	0.0002
multiple	has_property	different from factors	0.0408	0.9113	0.2216
areola	turn during	pregnancy	0.0408	0.9032	0.0715
color	has_property	enemy	0.0408	0.9528	0.0004
valence electron	determine	an atoms' oxidation number	0.0408	0.8049	1.0
internet	be restricted in	cuba	0.0408	0.8434	1.0
mammography	can	expire	0.0408	0.8774	0.0002
slugger	has_property	awarded	0.0408	0.9449	0.0003
cohesion	relate to	themes of biology	0.0408	0.8654	1.0
life expectancy	be correlated with	gdp	0.0408	0.8052	1.0
color	has_property	tamil	0.0408	0.9626	0.0081
color	has_property	oggi	0.0408	0.8453	0.0003
color	has_property	mtg	0.0408	0.8795	0.0002
color	has_property	iq	0.0408	0.8815	0.0004
clothes	look	good	0.0408	0.9156	0.0037
charles lindbergh	be become	famous	0.0408	0.9156	0.413
residual	has_property	item	0.0408	0.8643	0.0052
packsack	has_property	made	0.0408	0.9403	0.0
recess	has_property	important in middle school	0.0408	0.9363	0.0383
milkwort	has_property	made	0.0408	0.9403	0.0
color	has_property	wwi	0.0408	1.0	0.0002
color	has_movement	agile	0.0408	0.8838	0.0005
color	has_property	ignored	0.0408	0.9374	0.0001
color	has_property	ethical	0.0408	0.9112	0.0003
color	has_property	elective	0.0408	0.9455	0.0051
interphase	has_property	smart	0.0408	0.902	0.0002
interphase	has_property	signification	0.0408	0.7053	0.0306
interphase	has_property	random	0.0408	0.8945	0.0015
interphase	has_property	python	0.0408	0.9585	0.0002
interphase	has_property	psychology	0.0408	0.9501	0.0009
interphase	has_property	possible	0.0408	0.9047	0.0009
interphase	has_property	oath	0.0408	0.9631	0.0006
interphase	has_property	non	0.0408	0.934	0.0006
interphase	has_property	watch	0.0408	0.9442	0.0001
interphase	has_property	classified	0.0408	0.9443	0.0004
interphase	has_property	audio	0.0408	0.8532	0.0026
interphase	has_movement	agile	0.0408	0.8838	0.0005
building code	has_property	board	0.0408	0.8684	0.0032
antarctica	have daylight of	6 hours	0.0408	0.9189	1.0
country	have rules in	war	0.0408	0.7899	1.0
color	has_property	euthanasia	0.0408	0.907	0.0006
color	has_property	qom	0.0408	1.0	0.0009
color	has_property	resow	0.0408	1.0	0.0008
color	has_property	uygulama	0.0408	1.0	0.0259
color	has_property	ymca	0.0408	0.7836	0.0008
color	has_property	ao3	0.0408	1.0	0.0002
color	has_property	mvp	0.0408	0.9369	0.0002
color	has_property	iud	0.0408	1.0	0.0001
color	has_property	gcse	0.0408	1.0	0.0002
color	has_property	ghatkopar	0.0408	1.0	0.0206
color	has_property	dhoti	0.0408	0.7412	0.0046
color	has_property	ergonomic	0.0408	0.8057	0.0132
ginger	has_property	good for u	0.0408	0.9369	0.0051
color	has_property	certified	0.0408	0.8919	0.0004
gdp	related	to aggregated demand	0.0408	0.751	1.0
blouse	can	mean	0.0408	0.8744	0.0001
mucous membrane	contribute to	immune system	0.0408	0.905	0.0769
color	has_property	ionic	0.0408	0.9283	0.0002
handcuff	be without	off key	0.0408	0.8	1.0
highway	differ from	city driving	0.0408	0.8081	1.0
color	has_property	axis	0.0408	0.907	0.0002
principal	has_property	belts	0.0408	0.9536	0.0001
arachnophobia	can	exist	0.0408	0.8994	0.0001
diastolic pressure	has_effect	harmful	0.0408	0.9473	0.0002
blind	has_property	t-shirt	0.0408	1.0	0.0005
blind	has_property	amy	0.0408	0.808	0.0608
mac	has_property	miller	0.0408	0.8023	0.0626
hysterectomy	has_property	bad	0.0408	0.9451	0.0
drug	affect	people who want to be good at sports	0.0408	0.8242	1.0
snake	can	charmed	0.0408	0.7415	0.2912
ecology	has_property	practical science	0.0408	0.8923	0.3216
fossil fuel	be used	to produce power	0.0408	0.9119	1.0
hiv	be	formed	0.0408	0.9373	0.0001
nationalism	be	different	0.0408	0.9463	0.0
ice	melt	endothermic	0.0408	0.7561	0.7325
endocrine	has_property	vitamins	0.0408	0.9601	0.0113
color	has_property	went	0.0408	0.8425	0.0002
wall	has_property	elementary	0.0408	0.9327	0.0073
capital gains tax	has_property	car	0.0408	0.9435	0.0002
some pokemon	have	a blue aura in inventory	0.0408	0.7138	1.0
faucet	has_manner	quickly	0.0408	0.8355	0.0006
par value	has_property	important to stockholders	0.0408	0.9065	0.6118
astrologist	say	sorry	0.0408	0.8332	0.0089
carbon steel	has_property	use	0.0408	0.9446	0.0001
hermit crab	has_property	kpmg	0.0408	1.0	0.0044
hermit crab	has_property	niche	0.0408	0.8146	0.0105
hermit crab	has_property	hdtv	0.0408	0.9355	0.0004
hermit crab	has_property	mtg	0.0408	0.8795	0.0002
hermit crab	has_property	luck	0.0408	0.9119	0.0012
hermit crab	has_property	kia	0.0408	0.77	0.0044
